NAF_SECTION,Entité,g CO2 / € du secteur,g CO2 /  € de l'entreprise,tonnes CO2 scopes 1 & 2
INFORMATION ET COMMUNICATION,PRODWARE,3.7966957841262348,5.855099322406904,1011
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,HUBSAFE,11.337593411672346,5.825865793774403,309.5
INDUSTRIE MANUFACTURIÈRE,ACOME,111.09005926541855,5.778954036523611,5948
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,CITY ONE,11.337593411672346,5.750598204775915,33.48
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Syngenta France SAS,19.57412416974631,5.746319282619939,4952
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,TECHMAN INDUSTRIE,19.57412416974631,5.702124363087982,700
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,SAMSIC SAS 1,11.337593411672346,5.692680720570049,829
TRANSPORTS ET ENTREPOSAGE,Transport Rapides Automobiles,204.66311751274316,5.691134075959015,434
INFORMATION ET COMMUNICATION,EURONEWS,3.7966957841262348,5.630403095679274,350
Prdn  distr élec gaz vap  air cond,VEOLIA INDUSTRIES GLOBAL SOLUTIONS,453.26341942164385,5.620871186243219,1073.7
TRANSPORTS ET ENTREPOSAGE,Cofiroute,204.66311751274316,5.6013860288294,7072.31
INFORMATION ET COMMUNICATION,FRANCE TELEVISIONS,3.7966957841262348,5.600656275635767,17068
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Nature et Decouvertes,10.451564077108435,5.598947607276117,1048
TRANSPORTS ET ENTREPOSAGE,INDIGO Park,204.66311751274316,5.498272466560557,879
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Banque Neuflize OBC,0.9862627254439513,5.4537319584981745,745.09
INDUSTRIE MANUFACTURIÈRE,SOMFY Activités SA,111.09005926541855,5.445962013620882,3484
INDUSTRIE MANUFACTURIÈRE,Boccard,111.09005926541855,5.36296382946021,1064
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,KANTAR SAS,19.57412416974631,5.343628855363337,928.6
HÉBERGEMENT ET RESTAURATION,McDonalds Paris Nord,35.39174818344916,5.287796083257219,147.97
INDUSTRIE MANUFACTURIÈRE,AUTOLIV,111.09005926541855,5.2743644974498345,820
INDUSTRIE MANUFACTURIÈRE,Sabena technics DNR,111.09005926541855,5.249712889755278,594
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Bergerat Monnoyeur,10.451564077108435,5.198001116520306,7847
CONSTRUCTION,DEMATHIEU BARD CONSTRUCTION,36.54854887929035,5.184554032255164,3182.01
INDUSTRIE MANUFACTURIÈRE,VETOQUINOL,111.09005926541855,5.146883754388275,2032
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,CELIO FRANCE,10.451564077108435,5.122531471966014,1831.32
INDUSTRIE MANUFACTURIÈRE,REEL SAS,111.09005926541855,5.114634330490506,1146
CONSTRUCTION,EHTP,36.54854887929035,5.086351154839643,14271.33
INDUSTRIE MANUFACTURIÈRE,Delta Dore SA,111.09005926541855,5.078440185363611,606.99
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,ARDATEM,19.57412416974631,5.076466325898985,334
TRANSPORTS ET ENTREPOSAGE,ASF,204.66311751274316,5.070203925266694,17205.23
INDUSTRIE MANUFACTURIÈRE,CEVA Santé Animale SA,111.09005926541855,5.050754369163459,3581
INDUSTRIE MANUFACTURIÈRE,Steelcase SAS,111.09005926541855,5.025337770493427,1266.8
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,ATALIAN SECURITE,11.337593411672346,4.972777785268828,660.51
INDUSTRIE MANUFACTURIÈRE,ALSAPAN,111.09005926541855,4.950672506066001,1180
HÉBERGEMENT ET RESTAURATION,McDonalds Ouest Parisien,35.39174818344916,4.93889485508066,252.29
INDUSTRIE MANUFACTURIÈRE,Flexi France,111.09005926541855,4.917718989094881,1747
ACTIVITÉS IMMOBILIÈRES,POSTE IMMO,85.19463342256317,4.825061720089386,506.92
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,SONOVISION,19.57412416974631,4.810058555118964,266.9
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Orano Support,0.9862627254439513,4.8075992333653845,745
INDUSTRIE MANUFACTURIÈRE,UNIBETON,111.09005926541855,4.805719703418878,2138.8
INDUSTRIE MANUFACTURIÈRE,EUROVIANDE SERVICE,111.09005926541855,4.803041478744403,93.73
INDUSTRIE MANUFACTURIÈRE,Safran Aerotechnics,111.09005926541855,4.801973090491427,1873
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Total Raffinage Chimie,19.57412416974631,4.787903185980992,2122.6
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Gutenberg networks,19.57412416974631,4.755764634456741,681
INDUSTRIE MANUFACTURIÈRE,thyssenkrupp Presta France SAS,111.09005926541855,4.703176562472383,1715
INDUSTRIE MANUFACTURIÈRE,Schneider Electric France,111.09005926541855,4.5977043307848,13050
INDUSTRIE MANUFACTURIÈRE,LA MAROQUINERIE DU SUDOUEST,111.09005926541855,4.597669552694345,169.93
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,VETIR,10.451564077108435,4.582175900431775,3017
CONSTRUCTION,bateg,36.54854887929035,4.533476267341908,1986
INDUSTRIE MANUFACTURIÈRE,ROLLS ROYCE CIVIL NUCLEAR SAS,111.09005926541855,4.5093957388539065,426
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Roche Diagnostics France,10.451564077108435,4.454361389930285,1551.25
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Philips France Commercial,10.451564077108435,4.449351860846888,2690
INDUSTRIE MANUFACTURIÈRE,Safran Seats,111.09005926541855,4.380954853448947,1350
HÉBERGEMENT ET RESTAURATION,McDonalds Paris Sud,35.39174818344916,4.368693725925165,226.94
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Volvo Trucks France,10.451564077108435,4.363002394683069,3517.1
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,LA PLATEFORME DU BATIMENT,10.451564077108435,4.331380395950742,3108
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Centre Distributeur Alimentaire du sud Ouest CDA Sud Ouest,10.451564077108435,4.32764207185246,1015
CONSTRUCTION,ARIS,36.54854887929035,4.299871911404555,253
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,RAJA,10.451564077108435,4.277548719464146,1172
INDUSTRIE MANUFACTURIÈRE,Canon Bretagne,111.09005926541855,4.242067560334898,612.9
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Auchan Retail Services SAS,11.337593411672346,4.224371742690715,2406
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,LAGARDERE TRAVEL RETAIL FRANCE,10.451564077108435,4.215181766636085,2000
SANTÉ HUMAINE ET ACTION SOCIALE,Biomnis Eurofins,38.179840396068116,4.214140224911083,919.6
INDUSTRIE MANUFACTURIÈRE,Hager Electro SAS,111.09005926541855,4.2111576548259615,2338.53
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Beauty Success sas,10.451564077108435,4.18674864619368,495
INDUSTRIE MANUFACTURIÈRE,Haulotte Group,111.09005926541855,4.186556944853271,5234
INFORMATION ET COMMUNICATION,MODIS,3.7966957841262348,4.175298746913007,706
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,ABERCROMBIE  FITCH FRANCE SAS,10.451564077108435,4.149677620273177,252
ACTIVITÉS IMMOBILIÈRES,MAISONS  CITES SA dHLM,85.19463342256317,4.125903994805724,1373
INDUSTRIE MANUFACTURIÈRE,LEACH INTERNATIONAL EUROPE,111.09005926541855,4.090847354145565,517
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,ALTEDIA,19.57412416974631,4.086626655469038,301
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,ARMATIS NORD,11.337593411672346,4.0677323432965995,95.95
INDUSTRIE MANUFACTURIÈRE,JTEKT Automotive Dijon SaintÉtienne,111.09005926541855,4.06565944828734,1014.49
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Bertrandt SAS,19.57412416974631,4.051039506198038,277.47
INDUSTRIE MANUFACTURIÈRE,PAUL HARTMANN,111.09005926541855,4.046178286003251,1601.35
HÉBERGEMENT ET RESTAURATION,McDonalds Est Parisien,35.39174818344916,4.044756639801305,269.97
INDUSTRIE MANUFACTURIÈRE,Société Anonyme des Eaux Minérales dEvian,111.09005926541855,4.0416470605785015,5849
INDUSTRIE MANUFACTURIÈRE,CARRIER SCS,111.09005926541855,4.012188670884368,4300
ACTIVITÉS IMMOBILIÈRES,SOCIETE ANONYME DHABITATIONS A LOYER MODERE DE LA REUNION SHLMR,85.19463342256317,4.005818647017556,742.51
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,ARMAND THIERY SAS,10.451564077108435,3.94267563585581,1113
INFORMATION ET COMMUNICATION,ITS GROUP,3.7966957841262348,3.906909208682093,334
INDUSTRIE MANUFACTURIÈRE,BEAUTE RECHERCHE ET INDUSTRIES,111.09005926541855,3.9008700523433437,975.7
INDUSTRIE MANUFACTURIÈRE,JOHNSON CONTROLS INDUSTRIES,111.09005926541855,3.8610352554043157,689
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,SOGECLAIR Aerospace SAS,19.57412416974631,3.8591553784639734,178.24
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Orano DS,19.57412416974631,3.833853442238867,1188
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Banque Populaire Alsace Lorraine Champagne,0.9862627254439513,3.7885082505683645,2143
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Computacenter France,19.57412416974631,3.7580899481736663,2678
INDUSTRIE MANUFACTURIÈRE,LiebherrAerospace Toulouse SAS,111.09005926541855,3.700146794567659,1648
INDUSTRIE MANUFACTURIÈRE,TOTAL LUBRIFIANTS SA,111.09005926541855,3.6936016901222937,5331
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,DOCAPOSTE BPO IS,19.57412416974631,3.681147971807347,304
INFORMATION ET COMMUNICATION,Compagnie IBM France,3.7966957841262348,3.675169935151184,9407.7
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,CERP RHIN RHONE MEDITERRANE,10.451564077108435,3.6676931580194765,8053
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,INTERFORUM,10.451564077108435,3.579167413327358,2510.83
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,YSL SAS,10.451564077108435,3.5478078540895135,3342.2
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,BUREAU VERITAS,19.57412416974631,3.4892414692458162,16054
INFORMATION ET COMMUNICATION,Crédit Agricole Technologies et Services,3.7966957841262348,3.4829595466557723,3022
INDUSTRIE MANUFACTURIÈRE,Ricard SAS,111.09005926541855,3.4496164883701317,2837
INDUSTRIE MANUFACTURIÈRE,MHCS,111.09005926541855,3.4440449225203937,7737.09
INDUSTRIE MANUFACTURIÈRE,THALES AVIONICS ELECTRICAL SYSTEMS SAS,111.09005926541855,3.4007279683307208,512
INDUSTRIE MANUFACTURIÈRE,ESSILOR INTERNATIONAL,111.09005926541855,3.399144689950107,4769
TRANSPORTS ET ENTREPOSAGE,Kuehne  Nagel SAS,204.66311751274316,3.393480091088647,5175.53
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Bayer HealthCare SAS,10.451564077108435,3.3470609724395723,3933
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,CAROLL INTERNATIONAL,10.451564077108435,3.329062735895874,457
INDUSTRIE MANUFACTURIÈRE,Hitachi Rail STS France,111.09005926541855,3.320631581517737,560
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Total Marketing  Services,19.57412416974631,3.316784704143069,2506
INFORMATION ET COMMUNICATION,AKKA Technologies,3.7966957841262348,3.2778500988332726,1103
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,CarterCash,10.451564077108435,3.2579945737930096,574
INFORMATION ET COMMUNICATION,Radio France,3.7966957841262348,3.227623003834371,2160.8
INDUSTRIE MANUFACTURIÈRE,IVECO FRANCE  Usine dAnnonay,111.09005926541855,3.1577090930789193,6186
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,ABBVIE,10.451564077108435,3.1219526264695783,1718
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Renault Retail Group France,10.451564077108435,3.0638004568936297,15069
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Decathlon France SAS,10.451564077108435,3.0516428905853394,8803
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,CENTRE SPECIALITES PHARMACEUTIQUES,10.451564077108435,3.0419202938340217,820.29
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Caisse dEpargne Hauts de France,0.9862627254439513,3.026180411796061,1953
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,EURO PROTECTION SURVEILLANCE,11.337593411672346,2.9317880082131733,591
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Mondelez France SAS,10.451564077108435,2.9031579989879885,4926
CONSTRUCTION,ACERGY FRANCE SA,36.54854887929035,2.8071998391097406,335
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,HENKEL FRANCE SAS,10.451564077108435,2.7866100000276397,2215
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,SGDBF,19.57412416974631,2.767329228014762,772
INDUSTRIE MANUFACTURIÈRE,GEMS SCS,111.09005926541855,2.75809028253645,5208.04
INDUSTRIE MANUFACTURIÈRE,THALES DMS FRANCE SAS,111.09005926541855,2.7471144857686514,5131
INDUSTRIE MANUFACTURIÈRE,Robert BOSCH FRANCE SAS,111.09005926541855,2.705686135841025,12199
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,OCP Répartition,10.451564077108435,2.7006444350701213,15623.48
TRANSPORTS ET ENTREPOSAGE,GENERAL LOGISTICS SYSTEMS,204.66311751274316,2.6969519230633767,1148.6
INFORMATION ET COMMUNICATION,Orange SA,3.7966957841262348,2.66116294257592,114094.7
INDUSTRIE MANUFACTURIÈRE,Sidel Blowing  Services,111.09005926541855,2.655687958222302,2308.86
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,ARMATIS NORMANDIE,11.337593411672346,2.648191535638886,38.17
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Okaidi SAS,10.451564077108435,2.642216476876766,1177
INDUSTRIE MANUFACTURIÈRE,VEEM VALEO,111.09005926541855,2.598605264489844,2364.33
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,CERP Rouen,10.451564077108435,2.598318830802361,10272
INDUSTRIE MANUFACTURIÈRE,LVMH FRAGRANCE BRANDS,111.09005926541855,2.5468956921159003,1144.58
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,HUMANDO,11.337593411672346,2.527257662451309,101
ACTIVITÉS FINANCIÈRES ET DASSURANCE,CREDIT AGRICOLE PAYMENT SERVICES SAS,0.9862627254439513,2.52304253915641,865
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Crédit Mutuel Océan,0.9862627254439513,2.520954490733228,668
INDUSTRIE MANUFACTURIÈRE,LIEBHERR MINING EQUIPMENT COLMAR SAS,111.09005926541855,2.509516660443755,1176.34
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,LA MAILLE SOUPLE,10.451564077108435,2.4951401580594954,214.1
ACTIVITÉS FINANCIÈRES ET DASSURANCE,CAISSE DEPARGNE ILEDEFRANCE,0.9862627254439513,2.481219733397218,3335
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,SUPPLAY SAS,11.337593411672346,2.473272194716433,1350
INDUSTRIE MANUFACTURIÈRE,Jas Hennessy  Co,111.09005926541855,2.4700707217785616,3689.29
INDUSTRIE MANUFACTURIÈRE,THALES SIX GTS FR,111.09005926541855,2.4660872719605833,5357
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Laboratoires Urgo,19.57412416974631,2.4115009475882987,1173
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Médiamétrie,19.57412416974631,2.408003913352469,260.9
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,COMEX NUCLEAIRE,19.57412416974631,2.396761186485122,229
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,BOULANGER,10.451564077108435,2.3863837198664837,6970
CONSTRUCTION,GTM BATIMENT,36.54854887929035,2.3851385636537077,921
INFORMATION ET COMMUNICATION,BPCE Infogérance et Technologies,3.7966957841262348,2.3671202215193574,1371
INFORMATION ET COMMUNICATION,STIME,3.7966957841262348,2.3478633600199195,749
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Thales DIS France SA,19.57412416974631,2.3411406925252094,2194
INDUSTRIE MANUFACTURIÈRE,JanssenCilag,111.09005926541855,2.331722037031102,2793.5
ACTIVITÉS FINANCIÈRES ET DASSURANCE,VERSPIEREN,0.9862627254439513,2.297263938497811,912
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Sanofi Winthrop Industrie,19.57412416974631,2.272835394862036,28665
INDUSTRIE MANUFACTURIÈRE,Safran Electronics  Defense Cockpit Solutions,111.09005926541855,2.267359984251774,217
INDUSTRIE MANUFACTURIÈRE,BWTFrance,111.09005926541855,2.2470930632628074,254.06
INDUSTRIE MANUFACTURIÈRE,ALBEA TUBES FRANCE SAS,111.09005926541855,2.226655142394547,270.58
TRANSPORTS ET ENTREPOSAGE,MONDIAL RELAY,204.66311751274316,2.209603407842716,904.31
INDUSTRIE MANUFACTURIÈRE,Horiba ABX,111.09005926541855,2.207068459697396,177
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,MAIN SECURITE,11.337593411672346,2.2020148016276924,767
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Bluelink,11.337593411672346,2.1750969280556336,91
INDUSTRIE MANUFACTURIÈRE,Alcatel Submarine Networks ASN,111.09005926541855,2.170114818759088,1509.09
Prdn  distr élec gaz vap  air cond,CNR,453.26341942164385,2.167028335537175,2904
INDUSTRIE MANUFACTURIÈRE,SISLEY,111.09005926541855,2.131410928757356,568.79
INDUSTRIE MANUFACTURIÈRE,SAFRAN ELECTRICAL  POWER,111.09005926541855,2.120313468274778,1424
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,SA,10.451564077108435,2.101918000602335,3940
CONSTRUCTION,Bouygues Bâtiment International,36.54854887929035,2.093958250858505,1912.05
ACTIVITÉS FINANCIÈRES ET DASSURANCE,CAISSE DEPARGNE ET DE PREVOYANCE DE RHONE ALPES,0.9862627254439513,2.0928719302166017,2126
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Cooperative VIVESCIA,10.451564077108435,2.0873690700097955,6670
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Carrefour interentreprises,10.451564077108435,2.0634743300803096,2015
INDUSTRIE MANUFACTURIÈRE,Manitou BF,111.09005926541855,2.0577588440093475,7586
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Société des ateliers Louis Vuitton,19.57412416974631,2.043908472479901,2644
INDUSTRIE MANUFACTURIÈRE,VALEO Systèmes de Contrôle Moteur,111.09005926541855,2.0195201484618326,924
ACTIVITÉS FINANCIÈRES ET DASSURANCE,UP,0.9862627254439513,1.9753396384205404,1070
AUTRES ACTIVITÉS DE SERVICES,Xerox SAS,34.512807637621336,1.9639699635928813,579
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,SECURITAS TRANSPORT AVIATION SECURITY SAS,11.337593411672346,1.9458289963082245,84.45
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,CGG SERVICES SAS,19.57412416974631,1.9291593452325906,438.06
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,SALOMON SAS,19.57412416974631,1.9222530170272942,507
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,COMPAGNIE DES GAZ DE PETROLE PRIMAGAZ,10.451564077108435,1.9188501008586765,870.4
INFORMATION ET COMMUNICATION,Thales Global Services SAS,3.7966957841262348,1.9106263138340391,1187.93
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Caisse dEpargne CEPAC,0.9862627254439513,1.8883227445646926,1369
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,SCC France,10.451564077108435,1.8679615435048968,3337
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Carrefour Siège,19.57412416974631,1.857661764636794,414
ACTIVITÉS FINANCIÈRES ET DASSURANCE,SOCIETE GENERALE,0.9862627254439513,1.8224573780129336,40300
TRANSPORTS ET ENTREPOSAGE,Dhl Global Forwarding,204.66311751274316,1.7986714392005692,1015.9
INDUSTRIE MANUFACTURIÈRE,AKWEL SA,111.09005926541855,1.7907323902182934,3356.47
INDUSTRIE MANUFACTURIÈRE,CRYOSTAR,111.09005926541855,1.7547417239543177,605.23
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Laboratoire de Biologie Végétale Yves Rocher,10.451564077108435,1.753855664034496,4636
INFORMATION ET COMMUNICATION,AMADEUS sas,3.7966957841262348,1.7520116971463202,1751.84
INFORMATION ET COMMUNICATION,EuroInformation Développements  Groupement informatique CMCIC,3.7966957841262348,1.7429374859041922,766
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,SAS TAPE A LOEIL,10.451564077108435,1.7335508452707522,286.53
ACTIVITÉS FINANCIÈRES ET DASSURANCE,CRÉDIT AGRICOLE CONSUMER FINANCE,0.9862627254439513,1.7198721262276735,3427
INFORMATION ET COMMUNICATION,SAP FRANCE SA,3.7966957841262348,1.63667635226606,1876
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,ADECCO FRANCE,11.337593411672346,1.6259540792236502,6378
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,SAS ORGANISATION INTRAGROUPE DES ACHATS  SNC OIA,10.451564077108435,1.6153407071603665,1417
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,PEPSICO FRANCE,10.451564077108435,1.6107052621088702,1961.36
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Téléassurances,0.9862627254439513,1.603188223290647,119.26
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,ADECCO MEDICAL,11.337593411672346,1.5898199089660752,228
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,ADECCO GROUPE FRANCE,11.337593411672346,1.5893659655595918,480
INFORMATION ET COMMUNICATION,WORLDLINE,3.7966957841262348,1.5867752080193933,4843.79
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,MSD France,10.451564077108435,1.5850435307527833,2521
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Amundi Asset Management,0.9862627254439513,1.579082732185965,1780.52
INDUSTRIE MANUFACTURIÈRE,FOUNDATION BRAKES FRANCE,111.09005926541855,1.5689852467950538,599
INFORMATION ET COMMUNICATION,ALTEN SA,3.7966957841262348,1.5478325355049984,3623.38
INDUSTRIE MANUFACTURIÈRE,BAXTER FACONNAGE,111.09005926541855,1.534039191524339,43.94
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,OFFICE DEPOT FRANCE,10.451564077108435,1.5037699985121562,1589.1
INDUSTRIE MANUFACTURIÈRE,SCHNEIDER ELECTRIC INDUSTRIES SAS,111.09005926541855,1.46446031248846,8472
ACTIVITÉS FINANCIÈRES ET DASSURANCE,CAISSE DEPARGNE LANGUEDOCROUSSILLON,0.9862627254439513,1.4521372881280548,653
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,FNAC,10.451564077108435,1.441330742801945,6029
INFORMATION ET COMMUNICATION,AIXIAL,3.7966957841262348,1.438194099912224,75.37
INDUSTRIE MANUFACTURIÈRE,Coopérative agricole laitière Les Maîtres Laitiers du Cotentin,111.09005926541855,1.4327810064959097,509.28
CONSTRUCTION,INEO AQUITAINE,36.54854887929035,1.427973375901701,178
INFORMATION ET COMMUNICATION,DOCAPOSTE BPO,3.7966957841262348,1.4278821253256084,268
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,CRIT,11.337593411672346,1.4101047087754002,1405
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Start People,11.337593411672346,1.3768538236052281,946
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,ARMATIS CENTRE,11.337593411672346,1.3586452044442383,14.71
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,AYMING,19.57412416974631,1.3562965866685386,372
INFORMATION ET COMMUNICATION,Murex,3.7966957841262348,1.341649179740153,628
SANTÉ HUMAINE ET ACTION SOCIALE,SEM,38.179840396068116,1.3197040812875152,54
INFORMATION ET COMMUNICATION,AUSY,3.7966957841262348,1.3107592891760906,405.68
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,MAXI ZOO FRANCE,10.451564077108435,1.2851905374468087,582
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Coopérative Agrial,10.451564077108435,1.2763101418155511,7704.45
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,MYLAN SAS,10.451564077108435,1.225658428352715,1137.79
ACTIVITÉS FINANCIÈRES ET DASSURANCE,BRED Banque Populaire,0.9862627254439513,1.2142751369761586,1558
INFORMATION ET COMMUNICATION,ALTEN SIR,3.7966957841262348,1.207590413628817,133.83
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,AB Interim,11.337593411672346,1.1591950961410653,18
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,BIOCOOP SA COOP,10.451564077108435,1.1457659210741327,1072.99
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,TNT Express France,19.57412416974631,1.1317118467005811,2219.32
INFORMATION ET COMMUNICATION,SEJER,3.7966957841262348,1.106433443607591,441.87
INDUSTRIE MANUFACTURIÈRE,Rockwell collins france,111.09005926541855,1.0620097674687397,322
INFORMATION ET COMMUNICATION,PHARMAGEST INTERACTIVE,3.7966957841262348,1.059655088091107,182
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,ROCHE SAS,10.451564077108435,1.0264772909389797,1202.37
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Maisons du Monde France SAS,10.451564077108435,0.9988808246244212,957.3
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Technip France,19.57412416974631,0.9709114414996768,1502
INDUSTRIE MANUFACTURIÈRE,Safran Data Systems,111.09005926541855,0.9558156528134358,254
INDUSTRIE MANUFACTURIÈRE,HERMES SELLIER,111.09005926541855,0.9160264350376219,3195.9
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,FRANCE TÉLÉVISIONS PUBLICITÉ,19.57412416974631,0.8752367267637389,371
INFORMATION ET COMMUNICATION,SHRS,3.7966957841262348,0.8670550069791425,140
ACTIVITÉS FINANCIÈRES ET DASSURANCE,APRIL Santé Prévoyance,0.9862627254439513,0.8088157115299908,213
CONSTRUCTION,SAIPEM SA,36.54854887929035,0.8029867162115678,733
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Egis,19.57412416974631,0.7919940416872095,151
INDUSTRIE MANUFACTURIÈRE,SAFRAN TREANSMISSION SYSTEMS,111.09005926541855,0.7558668607218972,255
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Ipsen Pharma,10.451564077108435,0.7093859795884222,1272
INFORMATION ET COMMUNICATION,Eutelsat SA,3.7966957841262348,0.7071856741786176,932
