NAF_SECTION,Entité,g CO2 / € du secteur,g CO2 /  € de l'entreprise,tonnes CO2 scopes 1 & 2
HÉBERGEMENT ET RESTAURATION,CDC Habitat  ADOMA,35.39174818344916,158498.52350736718,82980
INDUSTRIE MANUFACTURIÈRE,MONTUPET,111.09005926541855,106447.32564981423,25870
ACTIVITÉS IMMOBILIÈRES,CDC Habitat,85.19463342256317,104675.63147904802,71692.34
TRANSPORTS ET ENTREPOSAGE,Keolis Orléans Val de Loire,204.66311751274316,76826.62510971395,12867
INDUSTRIE MANUFACTURIÈRE,Les ateliers du goût SAS,111.09005926541855,38283.50541301536,5356256
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,MONOPRIX SAS,19.57412416974631,30961.947251326503,131235
INDUSTRIE MANUFACTURIÈRE,Manufacture Francaise des Pneumatiques Michelin,111.09005926541855,28353.48395821858,130028
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,ArcelorMittal Maizieres Research,19.57412416974631,27764.306498545102,2977
INDUSTRIE MANUFACTURIÈRE,DEFONTAINE SAS,111.09005926541855,25595.524542829644,3404
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Allianz France,0.9862627254439513,24181.451612903224,23988
INDUSTRIE MANUFACTURIÈRE,ROQUETTE,111.09005926541855,22220.958806864735,779735
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,BRAND FRANCE,19.57412416974631,21239.485039284762,1486262
TRANSPORTS ET ENTREPOSAGE,Besançon Mobilités,204.66311751274316,20691.743108882765,7313
Prdn  distr élec gaz vap  air cond,Uniper France Power,453.26341942164385,17971.52068727129,4364999
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,SYSTEME U OUEST,10.451564077108435,17416.20626151013,9457
INDUSTRIE MANUFACTURIÈRE,ENTREMONT,111.09005926541855,15421.505622612513,94806.42
ACTIVITÉS FINANCIÈRES ET DASSURANCE,CA Indosuez Wealth France,0.9862627254439513,7220,324.9
INDUSTRIE MANUFACTURIÈRE,LafargeHolcim Ciments,111.09005926541855,7196.084950321234,3566394
INDUSTRIE MANUFACTURIÈRE,Ciments Calcia,111.09005926541855,5321.664232215222,3467115
INDUSTRIE MANUFACTURIÈRE,FERROPEM,111.09005926541855,5309.411981582213,1444568.82
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,SICF,19.57412416974631,5158.49496864518,176859
TRANSPORTS ET ENTREPOSAGE,TRANSDEV Nancy,204.66311751274316,4923.813840291302,13721
INDUSTRIE MANUFACTURIÈRE,BOREALIS CHIMIE SAS,111.09005926541855,4821.407898546192,1389514
INDUSTRIE MANUFACTURIÈRE,EQIOM,111.09005926541855,4412.8366082778075,1451575
INDUSTRIE MANUFACTURIÈRE,Solvay Operations France,111.09005926541855,4286.890241164843,966295
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,SYSTEME U Centrale Régionale Sud,10.451564077108435,3791.421851303613,1670
INDUSTRIE MANUFACTURIÈRE,ESSILOR France,111.09005926541855,3574,7148
INDUSTRIE MANUFACTURIÈRE,PetroIneos Manufacturing France,111.09005926541855,3294.933629587562,1483523.85
INDUSTRIE MANUFACTURIÈRE,ARCONIC FIXATION SIMMONDS SAS,111.09005926541855,3181.496238948919,905131
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,SYSTEME U CENTRALE REGIONALE EST,10.451564077108435,2967.1662763466043,1266.98
Gestion eau déchets  dépollution,SUEZ Recyclage  Valorisation France,253.7705462417691,2573.564838520307,935973.11
Prdn  distr élec gaz vap  air cond,DALKIA,453.26341942164385,2500.92061684816,5737397
INDUSTRIE MANUFACTURIÈRE,PARKER HANNIFIN MANUFACTURING FRANCE SAS,111.09005926541855,2413.609797775037,3260
TRANSPORTS ET ENTREPOSAGE,Transavia France,204.66311751274316,2380.7798557467327,765451
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,CHARIER,19.57412416974631,2225.519843000436,51031.17
ARTS SPECTACLES  ACTIVITÉS RÉCRÉATIVES,Société dExploitation des Eaux et Thermes dEnghien,126.37359682774523,2107.5120453103964,947
TRANSPORTS ET ENTREPOSAGE,Air France,204.66311751274316,2049.4087823198033,14188057
HÉBERGEMENT ET RESTAURATION,McDonalds Lyon Restaurants,35.39174818344916,1736.3136052864663,174.47
TRANSPORTS ET ENTREPOSAGE,Alsace Croisières  Croisieurope,204.66311751274316,1531.677625218008,36333
INDUSTRIE MANUFACTURIÈRE,Pôle Pétrochimique de Berre,111.09005926541855,1348.57953876223,1103448
INDUSTRIE MANUFACTURIÈRE,SAINT LOUIS SUCRE,111.09005926541855,1309.021690011856,365311
INDUSTRIE MANUFACTURIÈRE,YARA FRANCE,111.09005926541855,1301.438136663756,790348
INDUSTRIE MANUFACTURIÈRE,ALVANCE Aluminium Dunkerque,111.09005926541855,1241.8985428966607,749652
Gestion eau déchets  dépollution,Trédi,253.7705462417691,1185.1720979701556,320621
INDUSTRIE MANUFACTURIÈRE,XFAB FRANCE,111.09005926541855,1032.3859450192722,79568
INDUSTRIE MANUFACTURIÈRE,AIR LIQUIDE FRANCE INDUSTRIE,111.09005926541855,1005.4825648338074,1054896
INDUSTRIE MANUFACTURIÈRE,TRIMET FRANCE,111.09005926541855,1002.0531064730297,361008.37
TRANSPORTS ET ENTREPOSAGE,AIR CORSICA,204.66311751274316,894.0090603859288,145009
INDUSTRIE MANUFACTURIÈRE,Herakles,111.09005926541855,859.9565960804946,26153
ACTIVITÉS FINANCIÈRES ET DASSURANCE,HSBC FRANCE,0.9862627254439513,816.2557781201849,4238
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Cogepart,19.57412416974631,793.5056801225243,16283
INDUSTRIE MANUFACTURIÈRE,EMIN LEYDIER SA,111.09005926541855,771.7433345252315,215403
INDUSTRIE MANUFACTURIÈRE,OI France SAS,111.09005926541855,771.0849838991237,523946
INDUSTRIE MANUFACTURIÈRE,Wienerberger,111.09005926541855,737.1067654190969,130686
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Volkswagen Group France,10.451564077108435,732.5329056360661,4771
INDUSTRIE MANUFACTURIÈRE,TERREAL,111.09005926541855,723.445759462141,205401
TRANSPORTS ET ENTREPOSAGE,TRANSPORTS RENE MADRIAS,204.66311751274316,714.0757531324092,50065
AUTRES ACTIVITÉS DE SERVICES,AVEM Holding,34.512807637621336,709.2166182815716,1242
INDUSTRIE MANUFACTURIÈRE,CRISTAL UNIONSociété coopérative agricole à capital variable,111.09005926541855,708.4559056085468,715027.51
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,VIVARTE,19.57412416974631,702.6666306608346,8222.47
INDUSTRIE MANUFACTURIÈRE,Rhodia Opération France,111.09005926541855,687.1978503069437,937028
Gestion eau déchets  dépollution,COVED,253.7705462417691,685.3846395434614,248957
Prdn  distr élec gaz vap  air cond,ENGIE ENERGIE SERVICES SA,453.26341942164385,648.4629850985473,3107445
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Elior Services Facility Management,11.337593411672346,632.534732977542,18158
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Partenaires Livres,0.9862627254439513,622.2097521490185,501.18
INDUSTRIE MANUFACTURIÈRE,KEM ONE SAS,111.09005926541855,591.8126921802583,512450
TRANSPORTS ET ENTREPOSAGE,Groupe Transports Mooland,204.66311751274316,590.5062876873164,12892
INDUSTRIE MANUFACTURIÈRE,RECTICEL SAS,111.09005926541855,571.2187715684951,43216
TRANSPORTS ET ENTREPOSAGE,GROUPE CHALAVAN ET DUC,204.66311751274316,545.5635941681096,55811.83
INDUSTRIE MANUFACTURIÈRE,Arc International France,111.09005926541855,536.9761451052619,239397.74
TRANSPORTS ET ENTREPOSAGE,Transports Capelle,204.66311751274316,531.7079357056608,47263.52
INDUSTRIE MANUFACTURIÈRE,EDILIANS,111.09005926541855,529.8979637128987,162456.3
INDUSTRIE MANUFACTURIÈRE,Vencorex France,111.09005926541855,520.2378577921266,123284
INDUSTRIE MANUFACTURIÈRE,TEREOS STARCH  SWETENERS EUROPE,111.09005926541855,515.4997813589051,308044
TRANSPORTS ET ENTREPOSAGE,Casino GuichardPerrachon logistique,204.66311751274316,496.22008511397695,99500.8
Prdn  distr élec gaz vap  air cond,EDF,453.26341942164385,483.4624535514743,36169760
TRANSPORTS ET ENTREPOSAGE,TRATEL,204.66311751274316,473.2636180892915,45770.9
Gestion eau déchets  dépollution,SITA SUD,253.7705462417691,469.9721518534372,86259.89
INFORMATION ET COMMUNICATION,Jamespot,3.7966957841262348,444.82956137197993,1672
INDUSTRIE MANUFACTURIÈRE,thyssenkrupp Electrical Steel UGO SAS,111.09005926541855,439.2873417721519,34703.7
INDUSTRIE MANUFACTURIÈRE,SINIAT,111.09005926541855,435.4909118137257,184392
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Servair,11.337593411672346,430.2524950137553,21383
INDUSTRIE MANUFACTURIÈRE,KIMBERLY CLARK SAS,111.09005926541855,429.195144023584,81247
TRANSPORTS ET ENTREPOSAGE,KEOLIS ARMOR,204.66311751274316,417.53018196827907,15780
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,U Enseigne,10.451564077108435,414.13667278171573,5193.09
INDUSTRIE MANUFACTURIÈRE,McCAIN ALIMENTAIRE SAS,111.09005926541855,407.43573674079687,102610
INDUSTRIE MANUFACTURIÈRE,PLACOPLATRE,111.09005926541855,402.56359023885597,187915
TRANSPORTS ET ENTREPOSAGE,Keolis Atlantique,204.66311751274316,381.97420595070395,13274.8
TRANSPORTS ET ENTREPOSAGE,VFD,204.66311751274316,375.71160106824914,9281.57
INDUSTRIE MANUFACTURIÈRE,ARKEMA FRANCE,111.09005926541855,355.35559239087536,900400
INDUSTRIE MANUFACTURIÈRE,EJ Picardie,111.09005926541855,354.588509101324,41043.61
INDUSTRIE MANUFACTURIÈRE,SGD SA,111.09005926541855,344.4217092318537,75207
INDUSTRIE MANUFACTURIÈRE,Rockwool France SAS,111.09005926541855,341.0267358615698,112973
INDUSTRIE MANUFACTURIÈRE,Total Raffinage France,111.09005926541855,339.1345564267482,7152959.1
Gestion eau déchets  dépollution,SUEZ RV OSIS Proximité Ouest  SudEst,253.7705462417691,316.3567847016953,26231.39
TRANSPORTS ET ENTREPOSAGE,TRANSPORTS BREGER,204.66311751274316,308.1285739571031,38360
INDUSTRIE MANUFACTURIÈRE,SA LA FONTE ARDENNAISE,111.09005926541855,306.4540716008064,32095.01
INDUSTRIE MANUFACTURIÈRE,ESSITY OPERATIONS FRANCE,111.09005926541855,300.0612615022955,146758
INDUSTRIE MANUFACTURIÈRE,SOCIETE TRANE,111.09005926541855,297.9017382943065,12418
INDUSTRIE MANUFACTURIÈRE,Orano cycle,111.09005926541855,287.33141641157965,120713.1
INDUSTRIE MANUFACTURIÈRE,Laminés Marchands Européens,111.09005926541855,283.38360921142777,62286
INFORMATION ET COMMUNICATION,UGC CINE CITE,3.7966957841262348,281.6293045366716,33417
INDUSTRIE MANUFACTURIÈRE,POLYREY,111.09005926541855,274.2841251498884,31853
INDUSTRIE MANUFACTURIÈRE,LES DERIVES RESINIQUES ET TERPENIQUES,111.09005926541855,273.89222457264515,44237.87
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Banque Populaire Val de France,0.9862627254439513,271.91166321601105,1576
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Credit Agricole Assurances,0.9862627254439513,270.40000000000003,1352
TRANSPORTS ET ENTREPOSAGE,Groupe GUISNEL,204.66311751274316,267.1964837443635,13656
TRANSPORTS ET ENTREPOSAGE,MTA MESSAGERIES TRANSPORTS DE LATLANTIQUE,204.66311751274316,266.9529483482652,17307.64
INDUSTRIE MANUFACTURIÈRE,DILLINGER France,111.09005926541855,255.7513091983615,71377.16
INDUSTRIE MANUFACTURIÈRE,VALEO Matériaux de Friction,111.09005926541855,250.96974381728575,12576
INDUSTRIE MANUFACTURIÈRE,Salzgitter Mannesmann Précision Etirage,111.09005926541855,247.78644901076348,20765
AGRICULTURE SYLVICULTURE ET PÊCHE,Union EVOLUTION et Coopérative EVOLUTION,32.21353907408442,228.19434416010716,12450
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,ALINEA,10.451564077108435,220.26155274981804,1404
TRANSPORTS ET ENTREPOSAGE,STORENGY,204.66311751274316,216.03792694773682,129703
INDUSTRIE MANUFACTURIÈRE,Industeel France,111.09005926541855,215.22415640922478,120892.7
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Caisse dEpargne Aquitaine PoitouCharentes,0.9862627254439513,213.11081762516508,1775
TRANSPORTS ET ENTREPOSAGE,CITRAM AQUITAINE,204.66311751274316,203.06064011787115,11420.21
TRANSPORTS ET ENTREPOSAGE,Groupe CAYON,204.66311751274316,194.34494659240247,28555
INDUSTRIE MANUFACTURIÈRE,Bridgestone France SAS,111.09005926541855,192.40524109886945,24754
CONSTRUCTION,Bouygues Energies  Services FM France,36.54854887929035,184.893683031475,46837.86
TRANSPORTS ET ENTREPOSAGE,ITM Logistique Alimentaire International,204.66311751274316,183.21556922848336,240356
INDUSTRIE MANUFACTURIÈRE,EUROSERUM SAS,111.09005926541855,182.34753423976315,80072.65
INDUSTRIE MANUFACTURIÈRE,ADISSEO FRANCE SAS,111.09005926541855,182.2729071925323,233213
TRANSPORTS ET ENTREPOSAGE,Transports Marne et Morin,204.66311751274316,181.59438536734027,7353
Prdn  distr élec gaz vap  air cond,ENGIE S A,453.26341942164385,180.0017060644435,10234177
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Caisse dEpargne dAuvergne et du Limousin,0.9862627254439513,179.60327727468737,833
TRANSPORTS ET ENTREPOSAGE,TRANSDEV ILE DE FRANCE,204.66311751274316,177.4783803516282,39137
TRANSPORTS ET ENTREPOSAGE,Transports du Val dOise,204.66311751274316,177.458941506769,9708
CONSTRUCTION,Colas  Rhone Alpes Auvergne,36.54854887929035,175.2239048443091,97569
CONSTRUCTION,VALERIAN,36.54854887929035,174.8387458304886,22352
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,GALDERMA RD,19.57412416974631,173.95814776838026,6061.21
TRANSPORTS ET ENTREPOSAGE,SAEML TAMM Transports de lagglomération de Metz Métropole,204.66311751274316,173.83688840413984,7899.03
CONSTRUCTION,Bouygues Bâtiment France Europe,36.54854887929035,172.5078798118434,31815
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Banque Populaire Occitane,0.9862627254439513,171.37324511860578,2124
ARTS SPECTACLES  ACTIVITÉS RÉCRÉATIVES,Société du Parc du Futuroscope,126.37359682774523,170.97717671779188,10746.7
TRANSPORTS ET ENTREPOSAGE,Keolis SA,204.66311751274316,168.80331206268283,986706
Gestion eau déchets  dépollution,NICOLLIN SAS,253.7705462417691,168.701907595519,22690
TRANSPORTS ET ENTREPOSAGE,TRANSPOLE SA,204.66311751274316,166.37119434803768,49944
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,AUBERT  DUVAL,19.57412416974631,163.73912167221164,87791
INDUSTRIE MANUFACTURIÈRE,SOFIDEL France,111.09005926541855,161.41295568804043,45337
INDUSTRIE MANUFACTURIÈRE,Silec Cable,111.09005926541855,160.3054493756624,48618
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,RLST SAS,11.337593411672346,159.3697581299713,9425
INDUSTRIE MANUFACTURIÈRE,SaintGobain Isover,111.09005926541855,158.47069538504022,82861
TRANSPORTS ET ENTREPOSAGE,SEMITTEL,204.66311751274316,158.4679484867601,3220.73
INDUSTRIE MANUFACTURIÈRE,Goodyear Dunlop Tires Amiens Sud,111.09005926541855,158.03718795178523,11580
ACTIVITÉS FINANCIÈRES ET DASSURANCE,BANQUE POPULAIRE BOURGOGNE FRANCHE COMTE,0.9862627254439513,156.44002211166392,1981
TRANSPORTS ET ENTREPOSAGE,TRANSDEV SAINT ETIENNE,204.66311751274316,155.04255829691323,9200.92
INDUSTRIE MANUFACTURIÈRE,CONSTELLIUM NeufBrisach,111.09005926541855,154.2875295934027,148030.7
HÉBERGEMENT ET RESTAURATION,Sodexo en France,35.39174818344916,154.12005309445468,36786
INDUSTRIE MANUFACTURIÈRE,AREVA NP SAS,111.09005926541855,153.83663162922247,32413
Prdn  distr élec gaz vap  air cond,GRDF,453.26341942164385,153.2785446715145,699576
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Jacquet Panification,19.57412416974631,152.1072848393682,11325.3
CONSTRUCTION,COLAS CentreOuest,36.54854887929035,151.86319936201645,105849
Gestion eau déchets  dépollution,TAIS,253.7705462417691,147.9114269646854,11566
INDUSTRIE MANUFACTURIÈRE,VANDEMOORTELE BAKERY PRODUCTS FRANCE,111.09005926541855,145.70748517152234,17263
TRANSPORTS ET ENTREPOSAGE,KEOLIS LYON,204.66311751274316,143.13108466969757,58142
TRANSPORTS ET ENTREPOSAGE,Keolis Bordeaux Metropole,204.66311751274316,142.07511798682452,33229
INDUSTRIE MANUFACTURIÈRE,Ford Aquitaine Industries,111.09005926541855,140.63738852391492,7584
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Pierrette  TBA,11.337593411672346,138.65624551680654,7357
TRANSPORTS ET ENTREPOSAGE,Aéroport de la Réunion Roland Garros,204.66311751274316,138.00744548838858,6228
Gestion eau déchets  dépollution,OTUS,253.7705462417691,137.24519158539255,10415
INDUSTRIE MANUFACTURIÈRE,HOWMET,111.09005926541855,135.39131815540375,9667.45
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,MAJ,11.337593411672346,133.8100724680795,81268
INDUSTRIE MANUFACTURIÈRE,CONSTELLIUM ISSOIRE,111.09005926541855,132.85855016771418,52220
INDUSTRIE MANUFACTURIÈRE,saverglass,111.09005926541855,129.51667395340883,50029
INDUSTRIE MANUFACTURIÈRE,PCAS,111.09005926541855,126.08575241068506,25040
Prdn  distr élec gaz vap  air cond,RTE,453.26341942164385,125.84992613750984,595151.6
CONSTRUCTION,COLAS MIDI MEDITERRANEE,36.54854887929035,123.43220068008014,71523
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,CORA SAS,10.451564077108435,119.08995425516342,466174
Gestion eau déchets  dépollution,VEOLIA PROPRETE NORD NORMANDIE,253.7705462417691,112.81598210095203,13689
INDUSTRIE MANUFACTURIÈRE,smart France SAS,111.09005926541855,111.7811593175345,20300
INDUSTRIES EXTRACTIVES,CIE SALINS MIDI SALINES EST,111.08714408973252,111.08714408973252,18025
Gestion eau déchets  dépollution,PAUL GRANDJOUAN SACO,253.7705462417691,109.57010672838076,16798
INDUSTRIE MANUFACTURIÈRE,Maubeuge Construction Automobile MCA,111.09005926541855,106.2846298029287,28786
TRANSPORTS ET ENTREPOSAGE,TAM,204.66311751274316,104.84452745382673,10495
INDUSTRIE MANUFACTURIÈRE,LA NORMANDISE,111.09005926541855,103.93816753887795,11749
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,CARSO LSEHL,19.57412416974631,103.65012905023424,6558.7
INDUSTRIE MANUFACTURIÈRE,HANON SYSTEMS CHARLEVILLE,111.09005926541855,103.38291011236049,6120
Gestion eau déchets  dépollution,Veolia Eau France,253.7705462417691,102.96988827288713,231376
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Kering,0.9862627254439513,102.83051095097902,2186
TRANSPORTS ET ENTREPOSAGE,Keolis Dijon Mobilités,204.66311751274316,102.80617116693305,7852
CONSTRUCTION,VINCI CONSTRUCTION TERRASSEMENT,36.54854887929035,102.43808482348116,49461
TRANSPORTS ET ENTREPOSAGE,DISPEO,204.66311751274316,100.34264294777134,2490.3
INDUSTRIE MANUFACTURIÈRE,FLEXNGATE MARLES,111.09005926541855,99.83835012707182,10719.8
INDUSTRIE MANUFACTURIÈRE,SAS LISI AEROSPACE FORGES DE BOLOGNE,111.09005926541855,97.80434338209929,10243.4
Gestion eau déchets  dépollution,Esterra,253.7705462417691,96.93153593173943,9185
ACTIVITÉS IMMOBILIÈRES,Immobilière 3F  RUF,85.19463342256317,90.92706601852127,165091
INDUSTRIE MANUFACTURIÈRE,Ugitech,111.09005926541855,90.18572065649721,86708
INDUSTRIE MANUFACTURIÈRE,Chevron Oronite SAS,111.09005926541855,86.83104808591375,56499
INDUSTRIE MANUFACTURIÈRE,Harsco Metals  Minerals France SAS,111.09005926541855,86.50511354771416,9241.37
Gestion eau déchets  dépollution,EBS LE RELAIS NPDC,253.7705462417691,85.6121901962763,4964
INDUSTRIE MANUFACTURIÈRE,DS SMITH PACKAGING NORDEST,111.09005926541855,85.32112440816064,14955
TRANSPORTS ET ENTREPOSAGE,KEOLIS RENNES,204.66311751274316,84.08943391048918,11236.55
INDUSTRIE MANUFACTURIÈRE,Le Creuset SAS,111.09005926541855,83.96504607477769,7660
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,MAXIMO SAS,10.451564077108435,83.32924238312354,17638
TRANSPORTS ET ENTREPOSAGE,KUEHNE  NAGEL ROAD,204.66311751274316,83.26605230829729,62237.27
ACTIVITÉS IMMOBILIÈRES,CDC Habitat  OSICA,85.19463342256317,82.36282979220172,105828
INDUSTRIE MANUFACTURIÈRE,Compagnie des Fromages et RichesMonts,111.09005926541855,82.13810449006216,55906
INDUSTRIE MANUFACTURIÈRE,Laiteries HTriballat,111.09005926541855,80.64524341181175,17423
TRANSPORTS ET ENTREPOSAGE,Euromatic,204.66311751274316,80.63069924015045,6864.4
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,SODI,11.337593411672346,80.35995530597381,5947
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Ingerop,19.57412416974631,79.79335705057137,2067.4
AUTRES ACTIVITÉS DE SERVICES,Initial,34.512807637621336,77.90006169564809,23355
CONSTRUCTION,Eiffage Route SudOuest,36.54854887929035,77.68997719821161,19050.78
INDUSTRIE MANUFACTURIÈRE,ARCELOR MITTAL CONSTRUCTION FRANCE,111.09005926541855,77.34618834229626,38712
INDUSTRIE MANUFACTURIÈRE,STMicroelectronics,111.09005926541855,77.31116759992901,65548
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,AXEREAL,10.451564077108435,77.11124988105114,60154
CONSTRUCTION,Philippe LASSARAT SAS,36.54854887929035,76.48688051223385,5945
CONSTRUCTION,GUINTOLI,36.54854887929035,75.69713295609789,40174.05
AUTRES ACTIVITÉS DE SERVICES,AD3,34.512807637621336,75.57051556711686,2123
INDUSTRIE MANUFACTURIÈRE,Maitre Prunille SAS,111.09005926541855,74.5277324054675,13424
INDUSTRIE MANUFACTURIÈRE,Sealynx International,111.09005926541855,72.41546386934893,3733
INDUSTRIE MANUFACTURIÈRE,MARINE HARVEST KRITSEN SAS,111.09005926541855,72.20251612113722,2353
INDUSTRIE MANUFACTURIÈRE,SCANIA PRODUCTION ANGERS,111.09005926541855,71.81813286666015,9547
CONSTRUCTION,EUROVIA ALSACE LORRAINE,36.54854887929035,71.7413311325363,17384.67
INDUSTRIE MANUFACTURIÈRE,INGREDIA SA,111.09005926541855,70.41213927833662,26226
INDUSTRIE MANUFACTURIÈRE,GAMBRO INDUSTRIES,111.09005926541855,70.10126874556072,8565.8
INDUSTRIE MANUFACTURIÈRE,YOPLAIT FRANCE,111.09005926541855,68.82451014858137,35355
Gestion eau déchets  dépollution,VEOLIA PROPRETE AQUITAINE,253.7705462417691,68.68809056746694,6143
TRANSPORTS ET ENTREPOSAGE,Compagnie des Transports Strasbourgeois,204.66311751274316,68.33046493522535,15129
INDUSTRIE MANUFACTURIÈRE,BLEDINA,111.09005926541855,66.48416552062942,46033.76
INDUSTRIE MANUFACTURIÈRE,SNF SA,111.09005926541855,65.74634741699923,54715
INDUSTRIE MANUFACTURIÈRE,DUC,111.09005926541855,65.57035685552599,11283.18
INDUSTRIE MANUFACTURIÈRE,LDC SABLE,111.09005926541855,65.50291958723949,52300
INDUSTRIE MANUFACTURIÈRE,Aperam Alloys Imphy,111.09005926541855,65.2862112845546,30762
TRANSPORTS ET ENTREPOSAGE,Geodis Bernis,204.66311751274316,64.90836329015906,7089
INDUSTRIE MANUFACTURIÈRE,Crown Emballage France SA,111.09005926541855,64.66148636506527,27058
INDUSTRIE MANUFACTURIÈRE,PROCTER et GAMBLE AMIENS SAS,111.09005926541855,63.471685962795235,15321
ACTIVITÉS IMMOBILIÈRES,RIVP,85.19463342256317,63.08993474722032,41441.07
Gestion eau déchets  dépollution,VEOLIA PROPRETE ILEDEFRANCE,253.7705462417691,62.84197564348842,5133
INDUSTRIE MANUFACTURIÈRE,BONDUELLE EUROPE LONG LIFE,111.09005926541855,61.9905671088132,48800
Gestion eau déchets  dépollution,SAUR SAS,253.7705462417691,61.4178691632428,92591
INDUSTRIE MANUFACTURIÈRE,FLEXNGATE FRANCE,111.09005926541855,61.28504837151816,14804.1
INDUSTRIE MANUFACTURIÈRE,FMC TECHNOLOGIE,111.09005926541855,61.232164476405764,1618
INDUSTRIE MANUFACTURIÈRE,Jean STALAVEN SAS,111.09005926541855,60.819288190230914,11851.9
SANTÉ HUMAINE ET ACTION SOCIALE,ORPEA SA,38.179840396068116,60.79751007807055,61744
ARTS SPECTACLES  ACTIVITÉS RÉCRÉATIVES,Société des Hôtels et Casino de Deauville,126.37359682774523,60.51451134951087,3394
INDUSTRIE MANUFACTURIÈRE,COMPAGNIE MADRANGE,111.09005926541855,60.20356405386019,8396
CONSTRUCTION,NGE Fondations,36.54854887929035,59.14749750801496,9970.46
INDUSTRIE MANUFACTURIÈRE,SAICA PACK FRANCE,111.09005926541855,58.86374117840995,19255.4
CONSTRUCTION,Eiffage Route Nord Est,36.54854887929035,58.69005121228553,21385.73
Gestion eau déchets  dépollution,SITA Centre Est,253.7705462417691,58.43508206625301,30504
INDUSTRIE MANUFACTURIÈRE,NESTLE PURINA PETCARE FRANCE,111.09005926541855,57.9658200482978,45219
CONSTRUCTION,Entreprise Générale LEON GROSSE,36.54854887929035,57.91684815444493,4122
INDUSTRIE MANUFACTURIÈRE,CEREAL PARTNERS FRANCE,111.09005926541855,56.934474168424245,15808
INDUSTRIE MANUFACTURIÈRE,CIAT,111.09005926541855,56.44926281047149,8359.74
INDUSTRIE MANUFACTURIÈRE,Kohler France SAS,111.09005926541855,56.09410867850616,7954
INDUSTRIE MANUFACTURIÈRE,DSM Nutritional Products France SAS,111.09005926541855,55.7843744816551,21407
INDUSTRIE MANUFACTURIÈRE,TRIBALLAT SAS,111.09005926541855,55.69833138227664,13737
INDUSTRIE MANUFACTURIÈRE,LABORATOIRES MSDCHIBRET,111.09005926541855,55.11161840863406,7150
INDUSTRIE MANUFACTURIÈRE,Snwm,111.09005926541855,55.10535070242776,12189
TRANSPORTS ET ENTREPOSAGE,RHENUS LOGISTICS FRANCE SAS,204.66311751274316,54.6720857883129,3808
TRANSPORTS ET ENTREPOSAGE,ITM LEMI,204.66311751274316,54.257355649516626,5375
INDUSTRIE MANUFACTURIÈRE,GE Grid Solutions SAS,111.09005926541855,54.10892916335778,47223
INDUSTRIE MANUFACTURIÈRE,Smurfit Kappa France,111.09005926541855,53.85708724997818,42565
INDUSTRIE MANUFACTURIÈRE,Saipol SAS,111.09005926541855,53.854232490234736,125286
INDUSTRIE MANUFACTURIÈRE,Fromageries Occitanes,111.09005926541855,53.28144320571576,12310.8
INDUSTRIE MANUFACTURIÈRE,LABORATOIRES SERVIER INDUSTRIE,111.09005926541855,53.04180406016466,8593.61
Gestion eau déchets  dépollution,ORTEC ENVIRONNEMENT,253.7705462417691,52.957826217199205,5219.62
INDUSTRIE MANUFACTURIÈRE,ORIL INDUSTRIE SAS,111.09005926541855,52.763824045686825,15051.02
